uplift_score,uplift_segment,p_treatment,p_control,Converted
0.34678492,Persuadable,0.84104204,0.49425712,0
0.05466646,Sure Thing,0.9688158,0.91414934,1
0.28299043,Sleeping Dog,0.32565308,0.042662643,0
0.18803376,Persuadable,0.8907412,0.70270747,1
0.23337296,Persuadable,0.5292028,0.29582986,1
-0.005205711,Lost Cause,0.0050364216,0.0102421325,0
0.23607358,Sleeping Dog,0.30875987,0.072686285,0
0.24684535,Sleeping Dog,0.2843177,0.037472356,0
0.12542328,Sleeping Dog,0.1962154,0.07079212,0
0.06780927,Lost Cause,0.12138052,0.05357125,0
0.24504876,Persuadable,0.9897947,0.7447459,1
0.02680026,Lost Cause,0.053666573,0.026866313,0
0.089221954,Lost Cause,0.16911529,0.079893336,0
-0.008963989,Lost Cause,0.027589427,0.036553416,0
-0.049185228,Lost Cause,0.045499768,0.094684996,0
0.18450633,Sleeping Dog,0.21580349,0.031297155,0
0.36201257,Sleeping Dog,0.39858282,0.036570266,0
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.046589024,Lost Cause,0.07147369,0.024884665,0
0.3702502,Persuadable,0.8272509,0.4570007,0
0.19268042,Persuadable,0.8216634,0.62898296,0
0.62029564,Persuadable,0.7160695,0.0957739,0
0.010852758,Lost Cause,0.054982122,0.044129364,0
0.09975967,Lost Cause,0.12543045,0.025670785,0
0.0074421633,Lost Cause,0.023868669,0.016426506,0
-0.0012975931,Sure Thing,0.9502974,0.951595,1
0.034000315,Lost Cause,0.078478955,0.04447864,0
0.44100812,Persuadable,0.7605766,0.31956849,0
-0.022129083,Lost Cause,0.011446929,0.03357601,0
0.025495933,Lost Cause,0.030968731,0.005472798,0
0.30231118,Persuadable,0.5164858,0.21417461,0
0.36201257,Sleeping Dog,0.39858282,0.036570266,1
0.011874389,Lost Cause,0.019029515,0.0071551255,0
0.046589024,Lost Cause,0.07147369,0.024884665,0
0.16019511,Persuadable,0.9085901,0.74839497,1
0.5111567,Persuadable,0.9616165,0.45045987,1
0.6196445,Persuadable,0.93452513,0.3148806,1
0.54753554,Persuadable,0.8848386,0.33730304,1
0.17043783,Sleeping Dog,0.18586683,0.0154289985,0
0.023830414,Sure Thing,0.9166613,0.8928309,1
-0.013676181,Lost Cause,0.08085722,0.0945334,0
0.5632986,Persuadable,0.7284263,0.16512771,1
0.5563576,Persuadable,0.7229536,0.16659603,0
0.5124799,Persuadable,0.9419703,0.42949036,1
0.009822547,Lost Cause,0.17608242,0.16625987,0
0.68919325,Persuadable,0.7229536,0.03376035,1
0.10579479,Persuadable,0.985171,0.87937623,1
0.37809515,Sleeping Dog,0.4304038,0.052308653,1
0.344646,Sleeping Dog,0.41001138,0.06536537,0
0.4541828,Persuadable,0.59470516,0.14052236,0
0.89089215,Persuadable,0.97395724,0.083065085,0
0.3897118,Persuadable,0.7869981,0.3972863,1
0.44936606,Persuadable,0.80741674,0.35805067,1
0.40011838,Persuadable,0.6458373,0.24571893,1
0.36201257,Sleeping Dog,0.39858282,0.036570266,1
0.29115754,Sleeping Dog,0.38636956,0.09521201,0
0.111635506,Persuadable,0.95760506,0.84596956,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.9024619,Persuadable,0.9328535,0.030391611,0
0.6196445,Persuadable,0.93452513,0.3148806,0
0.7963207,Persuadable,0.92685616,0.13053551,1
0.06264805,Lost Cause,0.10605031,0.043402262,0
0.015858829,Sure Thing,0.9891915,0.97333264,1
-0.01616516,Lost Cause,0.04547297,0.061638128,0
0.49975604,Persuadable,0.9571384,0.45738238,0
0.51527464,Persuadable,0.8611171,0.34584245,1
0.011297464,Sure Thing,0.9979506,0.98665315,1
0.92066467,Persuadable,0.92905986,0.008395223,0
0.5563576,Persuadable,0.7229536,0.16659603,0
0.21955842,Sleeping Dog,0.23253444,0.012976028,0
-0.16925544,Sure Thing,0.51035255,0.679608,1
0.12672281,Persuadable,0.8306268,0.703904,1
0.029206824,Lost Cause,0.033609975,0.004403151,0
0.36201257,Sleeping Dog,0.39858282,0.036570266,0
0.6196445,Persuadable,0.93452513,0.3148806,0
0.034773707,Sure Thing,0.7352845,0.7005108,1
0.26539403,Sleeping Dog,0.29427195,0.0288779,1
0.36201257,Sleeping Dog,0.39858282,0.036570266,0
0.021456122,Sure Thing,0.88544595,0.86398983,1
0.52892995,Persuadable,0.6003302,0.07140023,0
0.24616036,Sleeping Dog,0.2658045,0.019644147,0
0.44043308,Persuadable,0.92685616,0.48642308,0
0.20317048,Sleeping Dog,0.24192813,0.038757652,0
0.6196445,Persuadable,0.93452513,0.3148806,0
0.111111626,Sleeping Dog,0.13053231,0.019420687,0
0.6553184,Persuadable,0.6914021,0.036083702,0
0.17740613,Sleeping Dog,0.2626125,0.08520636,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.43579787,Sleeping Dog,0.46770537,0.031907484,0
0.12163086,Sleeping Dog,0.3277064,0.20607553,0
0.24867678,Persuadable,0.97493374,0.72625697,1
0.1951672,Sleeping Dog,0.25757012,0.062402923,0
0.37874854,Sleeping Dog,0.38877773,0.010029191,1
0.20996732,Persuadable,0.99511445,0.78514713,1
0.48513588,Persuadable,0.54342306,0.058287174,1
-0.05109247,Lost Cause,0.06957759,0.12067006,0
0.030524254,Sure Thing,0.95760506,0.9270808,1
0.6414747,Persuadable,0.9397817,0.298307,1
0.36201257,Sleeping Dog,0.39858282,0.036570266,0
0.4009909,Persuadable,0.76033026,0.35933936,0
0.017995,Sure Thing,0.78130966,0.76331466,1
0.015520979,Lost Cause,0.047381938,0.03186096,0
0.111635506,Persuadable,0.95760506,0.84596956,1
0.08274099,Lost Cause,0.09356987,0.010828873,0
0.42539546,Persuadable,0.9205531,0.49515763,0
0.17723268,Persuadable,0.947845,0.7706123,1
0.012919232,Lost Cause,0.05603607,0.043116838,0
0.1439091,Persuadable,0.9313736,0.7874645,1
0.16355133,Persuadable,0.7433013,0.57974994,1
0.08755362,Sure Thing,0.68613994,0.5985863,1
0.09942263,Sure Thing,0.98644257,0.88701993,1
0.028284961,Lost Cause,0.051485695,0.023200734,0
0.69729877,Persuadable,0.97505116,0.27775237,1
0.16706267,Sleeping Dog,0.28753963,0.12047697,0
0.10709441,Persuadable,0.6999978,0.5929034,1
0.008826089,Lost Cause,0.021391913,0.012565824,0
0.20012814,Persuadable,0.9487048,0.74857664,0
0.06906116,Sure Thing,0.75340354,0.6843424,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.3570996,Sleeping Dog,0.42631018,0.06921058,0
0.4016287,Persuadable,0.7983196,0.39669088,1
0.13377547,Persuadable,0.88149834,0.74772286,1
0.35509944,Persuadable,0.71962243,0.364523,0
0.080947906,Lost Cause,0.112743706,0.0317958,0
-0.008649423,Lost Cause,0.011738216,0.020387638,0
0.2096276,Sleeping Dog,0.24628861,0.03666102,0
0.2531429,Sleeping Dog,0.28226206,0.029119167,0
0.84745383,Persuadable,0.9522321,0.10477831,1
0.027385134,Lost Cause,0.06806357,0.040678438,0
0.44043308,Persuadable,0.92685616,0.48642308,0
0.31712958,Sleeping Dog,0.49824995,0.18112037,0
0.11194755,Sleeping Dog,0.29814517,0.18619762,0
0.73167187,Persuadable,0.9509263,0.21925443,0
0.2400008,Sleeping Dog,0.25993007,0.019929279,1
0.53811914,Persuadable,0.9776228,0.43950367,0
0.6196445,Persuadable,0.93452513,0.3148806,0
0.24965191,Sleeping Dog,0.3267999,0.07714799,0
0.68919325,Persuadable,0.7229536,0.03376035,1
0.28882414,Persuadable,0.84489274,0.5560686,1
0.2021712,Persuadable,0.88303125,0.68086004,1
0.44844455,Persuadable,0.58796513,0.13952059,0
0.41803753,Persuadable,0.5431521,0.12511455,0
0.39173353,Persuadable,0.80061734,0.4088838,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.0069235377,Lost Cause,0.028091956,0.021168418,0
0.37490243,Sleeping Dog,0.46572486,0.09082243,0
0.024825633,Sure Thing,0.99518496,0.9703593,1
0.3622257,Sleeping Dog,0.41348022,0.051254515,0
0.4679673,Persuadable,0.7490096,0.2810423,1
0.16683316,Persuadable,0.53455526,0.3677221,0
0.10644704,Persuadable,0.6122657,0.50581867,0
0.07928777,Sure Thing,0.9918074,0.91251963,1
0.32341912,Persuadable,0.8145314,0.49111226,1
0.15834075,Persuadable,0.99089885,0.8325581,1
0.3407697,Sleeping Dog,0.42093694,0.080167234,0
0.017363787,Sure Thing,0.99571496,0.9783512,1
0.10186869,Persuadable,0.7627518,0.6608831,1
0.3794276,Persuadable,0.6976268,0.31819922,1
0.5563576,Persuadable,0.7229536,0.16659603,0
0.3519486,Persuadable,0.53561527,0.18366668,1
0.23472518,Sleeping Dog,0.39858282,0.16385764,0
0.20996368,Sleeping Dog,0.27965024,0.069686554,0
0.16727006,Persuadable,0.980096,0.8128259,1
0.29115754,Sleeping Dog,0.38636956,0.09521201,0
0.13517144,Sleeping Dog,0.1896983,0.054526858,0
0.61623317,Persuadable,0.908122,0.29188883,1
0.3883853,Sleeping Dog,0.43719417,0.048808876,0
0.022511829,Lost Cause,0.03482007,0.012308239,0
0.03823845,Lost Cause,0.0636808,0.025442349,0
0.2758867,Sleeping Dog,0.41169837,0.13581167,0
0.21798092,Persuadable,0.9895711,0.7715902,1
0.01680692,Lost Cause,0.053529985,0.036723066,0
0.31461406,Sleeping Dog,0.4024085,0.08779444,0
0.35274875,Persuadable,0.54795545,0.1952067,1
0.42767552,Persuadable,0.79561967,0.36794415,1
0.45099056,Persuadable,0.9200203,0.46902972,0
0.0046924986,Lost Cause,0.007854366,0.0031618674,0
0.1888197,Persuadable,0.8764606,0.6876409,1
0.053340316,Sure Thing,0.9889628,0.9356225,1
-0.017599963,Lost Cause,0.012050532,0.029650494,0
0.58990526,Persuadable,0.81428844,0.22438318,0
0.19268128,Sleeping Dog,0.26669785,0.07401656,0
0.4745403,Persuadable,0.79619426,0.32165396,1
0.20299655,Persuadable,0.9881114,0.7851148,1
0.18152797,Persuadable,0.98869985,0.8071719,1
0.0061677694,Sure Thing,0.989502,0.98333424,1
0.50087345,Persuadable,0.7329659,0.23209244,0
-0.1327531,Lost Cause,0.29559723,0.42835033,0
0.06281642,Lost Cause,0.09518139,0.032364972,0
0.058001876,Sure Thing,0.8876108,0.8296089,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.344646,Sleeping Dog,0.41001138,0.06536537,0
0.56965184,Persuadable,0.79954785,0.22989598,0
0.057603,Sure Thing,0.96633965,0.90873665,1
-0.093940616,Sure Thing,0.523222,0.61716264,1
0.5563576,Persuadable,0.7229536,0.16659603,0
0.46632785,Persuadable,0.5070491,0.040721226,0
0.48406062,Persuadable,0.6272676,0.14320698,0
0.13914998,Sleeping Dog,0.15462227,0.015472295,0
0.2410011,Sleeping Dog,0.41804424,0.17704314,0
0.26519957,Sleeping Dog,0.28687242,0.021672843,0
0.62630117,Persuadable,0.8916588,0.26535758,0
0.23472518,Sleeping Dog,0.39858282,0.16385764,0
0.045506828,Lost Cause,0.074355595,0.02884877,0
0.3303271,Sleeping Dog,0.41633412,0.086007014,0
0.44043308,Persuadable,0.92685616,0.48642308,0
-0.007138489,Lost Cause,0.01316905,0.020307539,0
0.077816546,Sure Thing,0.9948547,0.91703814,1
0.6186944,Persuadable,0.67861646,0.059922025,0
0.018809717,Lost Cause,0.063086994,0.044277277,0
0.60325485,Persuadable,0.6933366,0.09008177,0
0.3969669,Sleeping Dog,0.4196258,0.022658896,0
0.026524045,Lost Cause,0.13794695,0.111422904,0
0.31111503,Persuadable,0.92258745,0.6114724,1
0.22612995,Persuadable,0.8050126,0.57888263,0
-0.012752086,Lost Cause,0.10563685,0.118388936,0
0.5877445,Persuadable,0.8920783,0.3043338,1
0.5563576,Persuadable,0.7229536,0.16659603,0
-0.023617316,Lost Cause,0.03864671,0.062264025,0
0.3595584,Sleeping Dog,0.41729262,0.057734236,0
0.026895229,Lost Cause,0.06192007,0.03502484,0
0.40098822,Sleeping Dog,0.46939054,0.068402305,0
0.5312532,Persuadable,0.96164715,0.43039396,1
0.36725205,Persuadable,0.916947,0.54969496,1
0.13340974,Persuadable,0.99384934,0.8604396,1
0.32652634,Persuadable,0.92681783,0.6002915,0
0.23472518,Sleeping Dog,0.39858282,0.16385764,0
0.013382196,Sure Thing,0.88977706,0.87639487,1
0.0711028,Sure Thing,0.9934623,0.9223595,1
0.2255553,Persuadable,0.5631401,0.3375848,1
0.36201257,Sleeping Dog,0.39858282,0.036570266,0
-0.043444037,Sure Thing,0.70124227,0.7446863,1
0.37710747,Persuadable,0.7513314,0.37422392,1
0.26788554,Sleeping Dog,0.29299295,0.025107412,1
0.56542575,Persuadable,0.8921492,0.3267235,1
0.56568766,Persuadable,0.8757193,0.31003162,1
-0.014266318,Lost Cause,0.0139413215,0.02820764,0
0.23472518,Sleeping Dog,0.39858282,0.16385764,0
0.5253354,Persuadable,0.9685989,0.44326353,0
0.117123544,Persuadable,0.73288536,0.6157618,1
0.38892147,Sleeping Dog,0.45600408,0.06708262,0
-0.0031909458,Lost Cause,0.015924659,0.019115604,0
-0.0049894173,Lost Cause,0.018662235,0.023651652,0
0.09784049,Sure Thing,0.71111715,0.61327666,1
0.00039726496,Sure Thing,0.9905082,0.99011093,1
0.39671615,Persuadable,0.56123984,0.16452369,1
0.4756175,Persuadable,0.91098857,0.43537107,1
0.34131414,Sleeping Dog,0.46623778,0.12492366,1
0.2360143,Persuadable,0.8437866,0.6077723,0
0.06370297,Lost Cause,0.07661467,0.0129117,0
0.093530715,Sure Thing,0.9139208,0.8203901,1
0.54399496,Persuadable,0.6287312,0.084736235,0
0.112926185,Persuadable,0.76633555,0.65340936,1
0.028405245,Lost Cause,0.05576372,0.027358476,0
0.42331517,Persuadable,0.6384856,0.21517044,0
0.10105297,Sleeping Dog,0.15421858,0.05316562,0
-0.22144678,Lost Cause,0.32920167,0.55064845,1
0.09942287,Lost Cause,0.11805135,0.018628482,0
0.27384236,Sleeping Dog,0.32732245,0.053480096,0
0.00046008825,Sure Thing,0.6672273,0.66676724,1
0.28672552,Sleeping Dog,0.38253826,0.095812745,0
-0.1958437,Lost Cause,0.3632797,0.5591234,1
0.012919232,Lost Cause,0.05603607,0.043116838,0
0.26005363,Sleeping Dog,0.31649137,0.05643773,0
0.23472518,Sleeping Dog,0.39858282,0.16385764,0
0.039481997,Sure Thing,0.9085901,0.8691081,1
0.344646,Sleeping Dog,0.41001138,0.06536537,0
0.22392231,Persuadable,0.5460431,0.3221208,0
0.0059327483,Sure Thing,0.98593813,0.9800054,1
0.4191109,Persuadable,0.9770533,0.5579424,1
0.027673641,Lost Cause,0.052610528,0.024936887,0
0.0646798,Sure Thing,0.9891732,0.9244934,1
0.12286359,Persuadable,0.9952377,0.8723741,1
0.38610515,Persuadable,0.6342584,0.24815324,1
0.5563576,Persuadable,0.7229536,0.16659603,0
0.03351275,Lost Cause,0.043278545,0.009765797,0
0.069530964,Sure Thing,0.9578499,0.88831896,1
0.26794243,Persuadable,0.86711484,0.5991724,1
0.1681754,Sleeping Dog,0.21170993,0.04353454,0
0.030524254,Sure Thing,0.95760506,0.9270808,1
0.023781307,Lost Cause,0.052673712,0.028892405,0
0.10889208,Sleeping Dog,0.13313125,0.02423917,0
0.042812265,Lost Cause,0.066801846,0.02398958,0
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.060048282,Sure Thing,0.99513865,0.93509036,1
0.62174547,Persuadable,0.88992035,0.2681749,1
0.351404,Persuadable,0.7688409,0.4174369,1
0.174399,Sleeping Dog,0.2590034,0.0846044,1
-0.11374926,Lost Cause,0.11831837,0.23206763,1
0.20672554,Sleeping Dog,0.22729836,0.020572824,0
0.5376401,Persuadable,0.5905509,0.052910786,0
-0.107516706,Sure Thing,0.8629542,0.9704709,1
0.42658818,Persuadable,0.66900575,0.24241757,1
0.3614257,Persuadable,0.77881104,0.41738534,1
0.30835855,Persuadable,0.5407124,0.23235385,0
0.08588374,Sure Thing,0.7923504,0.7064667,1
0.34716302,Persuadable,0.9447985,0.5976355,1
0.5821552,Persuadable,0.96100897,0.37885377,1
-0.0067407675,Lost Cause,0.013490653,0.02023142,0
0.5689819,Persuadable,0.578427,0.009445123,0
0.07091999,Sure Thing,0.9052361,0.83431613,1
0.34537977,Sleeping Dog,0.38237706,0.036997274,1
0.26045376,Persuadable,0.8915949,0.6311411,1
0.0041801203,Lost Cause,0.033549108,0.029368987,0
0.027153233,Lost Cause,0.04945873,0.022305498,0
0.0887675,Lost Cause,0.12163817,0.03287067,0
0.3500132,Persuadable,0.99351656,0.64350337,1
0.36451417,Persuadable,0.91148007,0.5469659,1
0.10963374,Sleeping Dog,0.12937006,0.019736325,0
0.047755424,Lost Cause,0.068413034,0.02065761,0
0.16019511,Persuadable,0.9085901,0.74839497,1
0.32667235,Sleeping Dog,0.39477405,0.068101704,0
0.23472518,Sleeping Dog,0.39858282,0.16385764,0
0.344646,Sleeping Dog,0.41001138,0.06536537,0
0.2947185,Persuadable,0.8732192,0.5785007,0
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.40557176,Persuadable,0.8562396,0.45066786,1
0.2611699,Sleeping Dog,0.34887806,0.087708145,0
0.03605675,Lost Cause,0.07353571,0.03747896,0
0.061990023,Lost Cause,0.10529381,0.043303788,0
0.56965184,Persuadable,0.79954785,0.22989598,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.47884458,Persuadable,0.7907514,0.3119068,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.35839885,Persuadable,0.8981808,0.5397819,1
0.06828731,Sure Thing,0.58728075,0.51899344,1
0.03499635,Lost Cause,0.07459514,0.03959879,0
0.27502805,Persuadable,0.9105825,0.63555443,1
0.3341924,Sleeping Dog,0.35530886,0.021116452,0
0.68073565,Persuadable,0.8921492,0.21141358,0
-0.12706867,Lost Cause,0.47504517,0.60211384,1
0.6196445,Persuadable,0.93452513,0.3148806,0
0.042234905,Lost Cause,0.07108856,0.028853653,0
0.616426,Persuadable,0.85930955,0.24288355,0
0.6632189,Persuadable,0.67287827,0.009659368,0
0.48140618,Persuadable,0.9499257,0.46851954,0
0.33518028,Persuadable,0.86393285,0.52875257,0
0.28233433,Sleeping Dog,0.36213234,0.07979801,0
-0.014497861,Lost Cause,0.009640124,0.024137985,0
0.096608445,Lost Cause,0.18641117,0.08980273,0
0.44043308,Persuadable,0.92685616,0.48642308,0
0.21241409,Sleeping Dog,0.37258023,0.16016614,0
0.21699756,Persuadable,0.9444297,0.72743213,1
0.08604403,Lost Cause,0.10562473,0.019580696,0
0.44838333,Sleeping Dog,0.47104222,0.022658896,0
0.46517682,Persuadable,0.9887736,0.52359676,1
0.29897273,Persuadable,0.7766865,0.47771376,1
0.0023478498,Lost Cause,0.008761922,0.006414072,0
0.24950825,Sleeping Dog,0.30877352,0.059265275,1
0.3040787,Persuadable,0.5694958,0.2654171,0
0.43375522,Persuadable,0.62105554,0.18730031,0
0.17667581,Sleeping Dog,0.2560898,0.079413995,0
0.07018334,Lost Cause,0.4879375,0.41775417,0
0.21547498,Sleeping Dog,0.26274619,0.047271203,0
0.06401163,Sure Thing,0.9870679,0.92305624,1
0.07394162,Lost Cause,0.085139535,0.011197918,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
-0.1657576,Lost Cause,0.07416858,0.23992617,0
0.06850849,Lost Cause,0.09372002,0.025211528,0
-0.23845202,Lost Cause,0.39636457,0.6348166,0
0.20893735,Sleeping Dog,0.34163433,0.13269699,0
-0.08916026,Sure Thing,0.73783356,0.8269938,0
0.2703393,Sleeping Dog,0.3113926,0.04105331,0
0.63650084,Persuadable,0.92937106,0.2928702,1
0.6105587,Persuadable,0.780093,0.16953433,1
0.11056947,Sleeping Dog,0.13477248,0.024203008,0
0.0005073324,Lost Cause,0.03480484,0.034297507,0
0.089973785,Lost Cause,0.109491885,0.019518102,0
0.6727927,Persuadable,0.7808653,0.10807263,0
-0.026230574,Lost Cause,0.119138,0.14536858,0
0.49904767,Persuadable,0.77305436,0.2740067,0
0.2040418,Sleeping Dog,0.22612987,0.02208808,1
0.004005978,Lost Cause,0.02538301,0.021377033,0
-0.019652545,Sure Thing,0.9577467,0.97739923,1
0.032690175,Lost Cause,0.07439126,0.041701086,0
0.0264803,Lost Cause,0.03416392,0.007683618,0
0.92066467,Persuadable,0.92905986,0.008395223,0
0.015314162,Sure Thing,0.9902416,0.9749274,1
0.1238825,Sleeping Dog,0.20943134,0.08554883,0
0.03147006,Lost Cause,0.060350448,0.028880386,0
0.10600426,Sleeping Dog,0.13293974,0.026935479,0
0.11030334,Persuadable,0.96482486,0.8545215,1
0.18467206,Sleeping Dog,0.21025117,0.025579104,0
0.1347813,Persuadable,0.95317507,0.81839377,1
0.05416566,Sure Thing,0.9824751,0.92830944,1
0.20712407,Sleeping Dog,0.22900243,0.021878367,1
0.36745527,Sleeping Dog,0.4323087,0.06485342,1
0.3172631,Sleeping Dog,0.3721424,0.054879304,0
0.2822397,Sleeping Dog,0.41035998,0.12812027,0
0.058454923,Lost Cause,0.15593764,0.09748272,0
0.46863905,Persuadable,0.60557073,0.13693169,0
-0.0401451,Sure Thing,0.84226763,0.88241273,1
-0.012742167,Lost Cause,0.02471424,0.03745641,0
0.3891781,Persuadable,0.54441226,0.15523414,1
0.29868874,Sleeping Dog,0.39063853,0.0919498,1
0.044566527,Lost Cause,0.07769674,0.033130214,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.024121344,Sure Thing,0.9886622,0.96454084,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
-0.058253437,Lost Cause,0.06634669,0.12460013,1
-0.0126731135,Lost Cause,0.03194208,0.044615194,0
0.22050208,Persuadable,0.7238706,0.5033685,0
0.24944837,Sleeping Dog,0.2757305,0.02628212,0
0.37909448,Persuadable,0.8092982,0.43020374,1
0.31381023,Persuadable,0.80404735,0.49023712,1
0.36201257,Sleeping Dog,0.39858282,0.036570266,0
0.38625345,Persuadable,0.85609746,0.469844,0
0.046045754,Lost Cause,0.06518318,0.019137423,0
0.34831232,Persuadable,0.8972411,0.5489288,0
0.5589119,Persuadable,0.8506059,0.29169402,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.055635076,Lost Cause,0.091125675,0.0354906,0
0.22330388,Sleeping Dog,0.3040226,0.080718726,0
-0.038538933,Sure Thing,0.9270558,0.9655947,1
0.035536263,Lost Cause,0.07294289,0.037406627,0
0.024225947,Lost Cause,0.06459702,0.04037107,0
0.021549497,Lost Cause,0.029608132,0.008058636,0
-0.022292066,Lost Cause,0.03553808,0.057830147,0
0.23409115,Sleeping Dog,0.24278629,0.008695142,1
0.019161675,Lost Cause,0.03505962,0.015897945,0
0.9024619,Persuadable,0.9328535,0.030391611,0
0.45064116,Persuadable,0.97222996,0.5215888,1
0.6196445,Persuadable,0.93452513,0.3148806,0
0.22085348,Sleeping Dog,0.2283619,0.0075084316,0
0.56901926,Persuadable,0.6266807,0.05766141,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.0021228828,Lost Cause,0.008021516,0.005898633,0
0.22233194,Sleeping Dog,0.25465763,0.03232568,0
0.053682894,Lost Cause,0.07203599,0.018353099,0
0.92066467,Persuadable,0.92905986,0.008395223,0
0.007198155,Lost Cause,0.11526332,0.108065166,0
0.103434056,Sleeping Dog,0.35036972,0.24693567,0
0.13313329,Sleeping Dog,0.14978951,0.016656227,0
0.5134709,Persuadable,0.74566674,0.23219587,0
0.18166628,Sleeping Dog,0.22388947,0.042223178,0
0.5532461,Persuadable,0.7353892,0.1821431,0
0.018181566,Lost Cause,0.073482625,0.05530106,0
0.9024619,Persuadable,0.9328535,0.030391611,0
0.32537422,Sleeping Dog,0.43219608,0.10682187,0
0.116861746,Sleeping Dog,0.31869712,0.20183538,0
0.5307129,Persuadable,0.834739,0.30402613,0
0.08483362,Lost Cause,0.3631015,0.2782679,0
-0.16084832,Sure Thing,0.61540294,0.77625126,1
0.29115754,Sleeping Dog,0.38636956,0.09521201,0
0.193654,Persuadable,0.8152744,0.6216204,1
0.19227178,Sleeping Dog,0.23560591,0.043334126,0
-0.0015387461,Lost Cause,0.05370893,0.055247676,0
0.56965184,Persuadable,0.79954785,0.22989598,0
0.24728149,Persuadable,0.9479645,0.700683,1
0.26720163,Persuadable,0.76607436,0.49887273,1
0.03664591,Lost Cause,0.0577309,0.021084985,0
0.048068956,Lost Cause,0.17814876,0.1300798,0
0.6196445,Persuadable,0.93452513,0.3148806,0
0.3348409,Persuadable,0.9834958,0.6486549,1
0.51923966,Persuadable,0.7738898,0.25465012,0
0.030412085,Lost Cause,0.10047403,0.070061944,0
0.0077254474,Lost Cause,0.031898238,0.02417279,0
0.35896719,Persuadable,0.916222,0.5572548,0
0.0047368365,Lost Cause,0.0107568735,0.006020037,0
0.8068111,Persuadable,0.97823733,0.17142627,0
0.7963207,Persuadable,0.92685616,0.13053551,0
0.24049908,Persuadable,0.9639603,0.7234612,1
0.21329586,Sleeping Dog,0.24897715,0.03568129,0
0.03431096,Lost Cause,0.13312076,0.0988098,0
0.6196445,Persuadable,0.93452513,0.3148806,0
0.17002289,Sleeping Dog,0.2595735,0.0895506,1
0.022031844,Sure Thing,0.83276993,0.8107381,1
0.9024619,Persuadable,0.9328535,0.030391611,0
-0.022292066,Lost Cause,0.03553808,0.057830147,0
0.11780137,Persuadable,0.9905533,0.87275195,1
0.63453853,Persuadable,0.9034565,0.26891795,0
0.807767,Persuadable,0.8952204,0.08745344,0
0.047209743,Lost Cause,0.08812191,0.04091217,0
0.22111003,Sleeping Dog,0.2331545,0.012044476,0
0.325876,Persuadable,0.73081344,0.40493745,0
0.065503806,Lost Cause,0.09252784,0.027024029,0
0.26762348,Persuadable,0.94793653,0.68031305,1
0.01692015,Sure Thing,0.99394715,0.977027,1
-0.05204401,Lost Cause,0.05080253,0.10284654,1
0.17327474,Sleeping Dog,0.20070359,0.027428849,0
0.6408262,Persuadable,0.94097555,0.30014932,1
0.46581775,Persuadable,0.54146695,0.0756492,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.020141562,Lost Cause,0.04075351,0.020611947,0
-0.37975317,Sure Thing,0.5505402,0.9302934,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.8088428,Persuadable,0.9709192,0.1620764,0
0.020238835,Lost Cause,0.054987766,0.03474893,0
0.102111615,Sleeping Dog,0.1318192,0.02970759,0
0.32450718,Persuadable,0.7223475,0.39784032,1
0.07061052,Sure Thing,0.9067866,0.8361761,1
0.24205527,Sleeping Dog,0.31162712,0.06957185,0
0.80487645,Persuadable,0.93452513,0.1296487,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.22121304,Persuadable,0.8751295,0.6539165,1
0.018426996,Lost Cause,0.032660972,0.014233976,0
0.9024619,Persuadable,0.9328535,0.030391611,0
0.3961851,Persuadable,0.9454388,0.5492537,1
0.3343231,Persuadable,0.5359497,0.20162658,0
0.6632189,Persuadable,0.67287827,0.009659368,0
-0.052638832,Lost Cause,0.012438285,0.06507712,0
0.36928332,Persuadable,0.9799595,0.61067617,1
0.046589024,Lost Cause,0.07147369,0.024884665,0
0.0650094,Lost Cause,0.12121033,0.05620093,0
0.024196684,Sure Thing,0.99541086,0.9712142,1
-0.030602574,Sure Thing,0.6196699,0.6502725,1
0.19869792,Persuadable,0.7162883,0.5175904,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
-0.051351607,Sure Thing,0.91359514,0.96494675,1
0.034983516,Sure Thing,0.9971071,0.9621236,1
0.037879884,Sure Thing,0.9328654,0.8949855,1
0.16238934,Persuadable,0.93746275,0.7750734,1
